,smiles,Mutagenicity,group
429,O=[N+]([O-])c1cc2c3c(cccc3c1)-c1ccccc1-2,1,training
430,CC1(c2ccc([N+](=O)[O-])cc2)CO1,1,training
431,O=[N+]([O-])c1ccccc1SSC(Cl)=C(Cl)C(Cl)=C(Cl)Cl,1,training
432,O=C(O)c1cccc([N+](=O)[O-])c1,1,training
433,O=C1Nc2ccc([N+](=O)[O-])cc2C1=O,1,training
435,O=[N+]([O-])c1cc([N+](=O)[O-])cc([N+](=O)[O-])c1,1,training
436,COc1cccc(N=C(O)c2csc([N+](=O)[O-])c2)c1,1,training
437,NNc1ccc([N+](=O)[O-])cc1[N+](=O)[O-],1,training
438,O=[N+]([O-])C(Cl)(Cl)Cl,1,training
439,CCc1ccc(NC(=O)c2csc([N+](=O)[O-])c2)cc1,1,training
440,Nc1ccc(-c2ccc(N)cc2[N+](=O)[O-])cc1,1,training
441,Nc1ccc(N)c([N+](=O)[O-])c1,1,training
443,Cc1c([N+](=O)[O-])cccc1[N+](=O)[O-],1,training
444,CCCCCN=C(O)C=Cc1ccc([N+](=O)[O-])o1,1,training
447,O=Nc1ccc2ccc3c([N+](=O)[O-])ccc4ccc1c2c43,1,training
448,COC(=O)c1oc([N+](=O)[O-])c(Cl)c1Cl,1,training
449,CCc1ccccc1N=C(O)c1csc([N+](=O)[O-])c1,1,training
450,Cc1cc(C)c([N+](=O)[O-])cc1[N+](=O)[O-],1,training
451,Cc1ccc(N)cc1[N+](=O)[O-],1,training
452,CCCCCOC(=O)C=Cc1ccc([N+](=O)[O-])o1,1,training
453,COc1ccc2cc([N+](=O)[O-])oc3cccc1c23,1,training
454,CN=C(O)C=C(C)OP(=O)(OC)OC,1,training
457,CC(C)(N=O)[N+](=O)[O-],1,training
458,CN(CCO[N+](=O)[O-])[N+](=O)[O-],1,training
460,Nc1ccc([N+](=O)[O-])cc1Cl,1,training
462,Cc1cc(N)c([N+](=O)[O-])cc1N,1,training
463,O=[N+]([O-])c1ccc2c[nH]nc2c1,1,training
464,O=[N+]([O-])c1cc2ccc3cccc4ccc(c1)c2c34,1,training
465,O=[N+]([O-])c1ccc2ccc3nc4ccccc4c4ccc1c2c34,1,training
466,O=[N+]([O-])c1ccc(C=NN2CCCN=C2O)o1,1,training
467,O=[N+]([O-])c1cnc2c(c1)nc1ccccn12,1,training
468,CCS(=O)(=O)CCn1c([N+](=O)[O-])cnc1C,1,training
470,[O-][N+](O)=CCO,1,training
471,CC(C)(Cl)[N+](=O)[O-],1,training
472,COc1ccc(N=[N+]([O-])c2ccc(OC)cc2)cc1,1,training
475,COc1ccc([N+](=O)[O-])cc1[N+](=O)[O-],1,training
476,COc1ccc2c(ccc3oc([N+](=O)[O-])cc32)c1,1,training
477,O=[N+]([O-])c1ccc2ccc3cc4c(c5ccc1c2c35)CCC=C4,1,training
478,Cc1ccc(N=Nc2c(O)ccc3ccccc23)c([N+](=O)[O-])c1,1,training
479,Nc1cc2[nH]c3ccccc3c2cc1[N+](=O)[O-],1,training
480,N#CCc1ccccc1[N+](=O)[O-],1,training
481,O=[N+]([O-])c1ccc2cc3ccccc3cc2c1,1,training
482,O=C1c2cc([N+](=O)[O-])ccc2-c2c1cc([N+](=O)[O-])cc2[N+](=O)[O-],1,training
483,CC(=O)OC(OC(C)=O)c1ccc([N+](=O)[O-])o1,1,training
484,COC(=O)c1ccc([N+](=O)[O-])o1,1,training
485,COC(=O)C(C)=Cc1ccc([N+](=O)[O-])o1,1,training
486,O=[N+]([O-])c1nccn1CC(O)=NCc1ccccc1,1,training
488,O=[N+]([O-])c1cccc(Br)c1,1,training
489,O=C1c2cc([N+](=O)[O-])ccc2-c2ccc([N+](=O)[O-])cc21,1,training
490,O=[N+]([O-])c1cc2c(cc1Cl)Oc1cc(Cl)c(Cl)cc1O2,1,training
491,O=[N+]([O-])c1cc(C(O)=Nc2ccccc2)cs1,1,training
492,O=[N+]([O-])c1ccccc1CCO,1,training
493,O=[N+]([O-])c1ccc(-c2ccc([N+](=O)[O-])cc2[N+](=O)[O-])c([N+](=O)[O-])c1,1,training
494,O=[N+]([O-])c1ccc2c3c([N+](=O)[O-])ccc4cccc(c5cccc1c52)c43,1,training
496,O=[N+]([O-])c1ccc(Oc2ccccc2)cc1,1,training
497,Cc1ccc(C)c2c1[nH]c1ccc([N+](=O)[O-])cc12,1,training
498,O=[N+]([O-])c1ccc2c(c1)C(O)c1ccccc1-2,1,training
499,O=Nc1c(-c2ccc([N+](=O)[O-])cc2)nc2sccn12,1,training
501,COc1cc([N+](=O)[O-])ccc1N,1,training
502,CCOc1ccc([N+](=O)[O-])cc1,1,training
503,O=c1oc2cc([N+](=O)[O-])ccc2c2ccccc12,1,training
504,O=[N+]([O-])c1cc(C(O)=Nc2ccccc2Cl)cs1,1,training
505,Nc1cc([N+](=O)[O-])c(N)cc1F,1,training
506,O=[N+]([O-])c1cc([N+](=O)[O-])c(-c2ccccc2)c([N+](=O)[O-])c1,1,training
507,O=[N+]([O-])c1ccc(C=Cc2cccc(Cl)c2)cc1,1,training
508,O=[N+]([O-])c1ccc(-c2ccc([N+](=O)[O-])c([N+](=O)[O-])c2)c([N+](=O)[O-])c1,1,training
509,CN=C(O)C=Cc1ccc([N+](=O)[O-])o1,1,training
510,O=[N+]([O-])c1ccc2ccc3c4ccccc4nc4ccc1c2c43,1,training
511,CCC(C)OC(=O)C=Cc1ccc([N+](=O)[O-])o1,1,training
513,CN1CNc2c1n[c-][n+](O)c2N,1,training
514,CC(=O)OCN(C)[N+](=O)[O-],1,training
515,CC(Cl)(Cl)[N+](=O)[O-],1,training
517,O=[N+]([O-])c1ccc2ccc3c([N+](=O)[O-])c4ccccc4c4ccc1c2c34,1,training
519,Cc1ccc(NC(=O)c2csc([N+](=O)[O-])c2)cc1,1,training
520,O=[N+]([O-])c1ccc(Nc2ccc(Cl)cc2)cc1,1,training
521,NC(CCC(O)=NC(CSc1ccc([N+](=O)[O-])cc1[N+](=O)[O-])C(O)=NCC(=O)O)C(=O)O,1,training
523,Cn1c2ccccc2c(=[NH2+])c2ccccc21,1,training
524,CCOc1ccccc1[N+](=O)[O-],1,training
525,COC(=O)C=Cc1ccc([N+](=O)[O-])o1,1,training
526,Nc1c([N+](=O)[O-])cccc1[N+](=O)[O-],1,training
527,O=[N+]([O-])c1ccc2nc[nH]c2c1,1,training
528,O=[N+]([O-])c1cc[n+]([O-])cc1,1,training
529,O=[N+]([O-])c1ccc2c3cccc4cccc(c5cccc1c52)c43,1,training
530,CC(O)=NN=Cc1c[n+]([O-])c2ccccc2[n+]1[O-],1,training
531,O=[N+]([O-])c1ccc2c(c1)Cc1ccccc1-2,1,training
532,O=[N+]([O-])c1ccc2c(c1)CCc1cc3c(cc1-2)CCc1ccccc1-3,1,training
534,Nc1ccc(O)c([N+](=O)[O-])c1,1,training
535,CSc1ccc([N+](=O)[O-])cc1[N+](=O)[O-],1,training
536,O=[N+]([O-])c1c2c3c(ccc4cccc(c43)CC2)c2ccccc12,1,training
538,O=[N+]([O-])c1ccc2c(ccc3cc([N+](=O)[O-])ccc32)c1,1,training
539,Cc1ccc(Nc2ccc([N+](=O)[O-])cc2)cc1,1,training
540,CCN=C(O)C=Cc1ccc([N+](=O)[O-])o1,1,training
541,O=[N+]([O-])c1c2ccccc2c2ccc3cccc4ccc1c2c43,1,training
542,CC(=O)c1cccc([N+](=O)[O-])c1,1,training
544,Cn1cc2cccc([N+](=O)[O-])c2n1,1,training
545,O=C(Nc1ccc(Br)cc1)c1csc([N+](=O)[O-])c1,1,training
547,O=[N+]([O-])c1ccc2c(c1)Oc1ccccc1O2,1,training
548,N=C(O)NN=Cc1ccc([N+](=O)[O-])o1,1,training
549,O=[N+]([O-])C([N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-],1,training
550,Cc1c(N)cc([N+](=O)[O-])cc1[N+](=O)[O-],1,training
551,[O-][N+](=Nc1ccccc1)c1ccccc1,1,training
553,O=[N+]([O-])c1ccccc1Br,1,training
555,Cn1cnc([N+](=O)[O-])c1Sc1ncnc2[nH]cnc12,1,training
556,Nc1ccc2ccc3ccc([N+](=O)[O-])c4ccc1c2c34,1,training
557,CC(C)(C)N=C(O)C=Cc1ccc([N+](=O)[O-])o1,1,training
558,O=[N+]([O-])c1ccc2c(c1)Cc1cccc([N+](=O)[O-])c1-2,1,training
559,COC(O)=NN=Cc1c[n+]([O-])c2ccccc2[n+]1[O-],1,training
560,O=[N+]([O-])c1ccc2c(c1)CCc1cc([N+](=O)[O-])ccc1-2,1,training
561,O=[N+]([O-])c1ccc2[nH]c3ccccc3c2c1,1,training
562,O=[N+]([O-])c1ccc2ccc3c4ccccc4c([N+](=O)[O-])c4ccc1c2c43,1,training
563,Cn1ccnc1[N+](=O)[O-],1,training
565,O=[N+]([O-])c1cnc(N2CCN=C2O)s1,1,training
566,O=[N+]([O-])c1cc2c3c(ccc4cc([N+](=O)[O-])cc(c43)CC2)c1,1,training
567,O=Cc1ccc([N+](=O)[O-])o1,1,training
568,O=[N+]([O-])c1ccc(Nc2ccc(Nc3ccccc3)c(S(=O)(=O)O)c2)c([N+](=O)[O-])c1,1,training
570,COC(=O)c1ccc([N+](=O)[O-])c2c(=NCCCN(C)C)c3ccccc3[nH]c12,1,training
571,Cc1c(N)cc([N+](=O)[O-])c(N)c1C,1,training
573,O=C(OCC1CO1)c1ccc([N+](=O)[O-])cc1,1,training
574,O=[N+]([O-])c1ccc(-c2ccccc2)cc1,1,training
575,O=[N+]([O-])c1cc([N+](=O)[O-])c2ccc3cccc4ccc1c2c43,1,training
576,O=[N+]([O-])c1ccc2c(ccc3cc4c(ccc5ccccc54)cc32)c1,1,training
577,O=[N+]([O-])c1cc(C(O)=Nc2cccc(F)c2)cs1,1,training
578,O=[N+]([O-])c1ccc2c(c1)oc1ccccc12,1,training
579,Nc1ccc(-c2ccc(N)c([N+](=O)[O-])c2)cc1[N+](=O)[O-],1,training
580,Nc1ccc(CO)c([N+](=O)[O-])c1,1,training
581,O=[N+]([O-])c1ccc2c3c(ccc([N+](=O)[O-])c13)-c1ccccc1-2,1,training
583,Cc1ncc([N+](=O)[O-])n1C,1,training
584,CC(=O)N(O)c1ccc([N+](=O)[O-])cc1,1,training
585,O=[N+]([O-])c1ccc2ncccc2c1,1,training
587,Nc1ccc([N+](=O)[O-])c(N)c1,1,training
588,O=C(c1ccc([N+](=O)[O-])cc1)C1OC1c1ccccc1,1,training
589,O=[N+]([O-])c1ccc(-c2csc(N=CO)n2)o1,1,training
591,O=[N+]([O-])c1ccc(-c2nc3sccn3c2[N+](=O)[O-])cc1,1,training
592,O=[N+]([O-])c1ccc2c(c1)-c1ccccc1C2,1,training
594,O=[N+]([O-])c1cccc2c1[nH]c1ccccc12,1,training
595,CCn1c2cc(=N)ccc-2c2ccc([NH3+])cc2c1-c1ccccc1,1,training
596,N=c1[nH]cc([N+](=O)[O-])s1,1,training
599,CCN(N=O)C(=N)N[N+](=O)[O-],1,training
600,N=C(NO)c1ccccc1,1,training
601,N=c1[nH]c2ccc([N+](=O)[O-])cc2s1,1,training
602,CN(N=O)C(=N)N[N+](=O)[O-],1,training
605,CCOP(=O)(OCC)Oc1ccc([N+](=O)[O-])cc1,1,training
606,CCCN(C(=N)N=NO)[N+](=O)[O-],1,training
607,CCCCCN(N=O)C(=N)N[N+](=O)[O-],1,training
609,Nc1ncnc2nc(-c3ccc([N+](=O)[O-])cc3)[nH]c12,1,training
610,NC(CSc1ccc([N+](=O)[O-])cc1[N+](=O)[O-])C(=O)O,1,training
611,C[N+]([O-])(CCCl)CCCl,1,training
613,CC(C)CN(N=O)C(=N)N[N+](=O)[O-],1,training
614,O=[N+]([O-])c1c(O)c(Cl)cc(Cl)c1Cl,0,training
615,C=C(C)C(=O)N[N+](C)(C)CC(C)O,0,training
616,O=[N+]([O-])c1ccccc1,0,training
617,CCOc1ccc(N=[N+]([O-])c2ccc(OCC)cc2)cc1,0,training
619,O=[N+]([O-])c1cccc([N+](=O)[O-])c1CO,0,training
620,Cc1c([N+](=O)[O-])cc2c(c1[N+](=O)[O-])C(C)(C)CC2(C)C,0,training
621,O=C(O)C=Cc1ccccc1[N+](=O)[O-],0,training
622,CCC(CO)=[N+]([O-])O,0,training
623,Cc1c(N=[N+]([O-])c2cccc([N+](=O)[O-])c2C)cccc1[N+](=O)[O-],0,training
624,CN=C(O)ON=CC(C)(C)SC,0,training
625,Nc1c(O)cccc1[N+](=O)[O-],0,training
626,CC(CO[N+](=O)[O-])(CO[N+](=O)[O-])CO[N+](=O)[O-],0,training
628,O=[N+]([O-])c1cccc(Cl)c1,0,training
630,O=[N+]([O-])c1ccc(Oc2c(Cl)cc(Cl)cc2Cl)cc1,0,training
631,COC(=O)C1=C(C)NC(C)=C(C(=O)OC)C1c1ccccc1[N+](=O)[O-],0,training
632,Cc1ccc([N+](=O)[O-])cc1NO,0,training
633,CC=[N+]([O-])O,0,training
634,[O-][N+](=Nc1ccc2c(c1)Cc1ccccc1-2)c1ccc2c(c1)Cc1ccccc1-2,0,training
635,N=C(O)NN=CC(=O)O,0,training
636,O=[N+]([O-])c1ccccc1C(F)(F)F,0,training
637,COc1c(Cl)c(Cl)c([N+](=O)[O-])c(Cl)c1Cl,0,training
641,O=[N+]([O-])c1cc([N+](=O)[O-])c(O)c([N+](=O)[O-])c1O,0,training
643,O=[N+]([O-])OC1COC2C(O)COC12,0,training
645,CCCCCC=[N+]([O-])O,0,training
646,O=[N+]([O-])c1cccc(CO)c1,0,training
647,Cc1c(C)c([N+](=O)[O-])c(C(C)(C)C)c([N+](=O)[O-])c1C,0,training
648,O=C(c1ccccc1)C1OC1c1ccc([N+](=O)[O-])cc1,0,training
649,[O-][N+](O)=C=Cc1ccco1,0,training
651,O=[N+]([O-])c1ccccc1S(=O)(=O)O,0,training
652,O=[N+]([O-])c1c2ccccc2c([N+](=O)[O-])c2ccccc12,0,training
653,CCC(C(C)O)=[N+]([O-])O,0,training
654,Nc1cccc([N+](=O)[O-])c1CO,0,training
655,O=c1nc(O)c(C=CBr)cn1C1CC(O)C(CO)O1,0,training
656,O=[N+]([O-])c1ccc(COc2ccccc2)cc1,0,training
657,O=C(O)Cc1cccc([N+](=O)[O-])c1,0,training
658,O=[N+]([O-])c1cccc([N+](=O)[O-])c1O,0,training
659,C=[N+]([O-])O,0,training
660,NC(CCC(=O)Nc1ccc([N+](=O)[O-])cc1)C(=O)O,0,training
661,Cc1c(O)cc([N+](=O)[O-])cc1[N+](=O)[O-],0,training
662,CC(O)=Nc1ccc([N+](=O)[O-])cc1,0,training
665,O=[N+]([O-])c1c(Cl)c(Cl)c(Cl)c(Cl)c1Cl,0,training
666,O=[N+]([O-])c1c2ccccc2cc2c1ccc1ccccc12,0,training
667,Nc1ccc2cc(S(=O)(=O)O)cc(O)c2c1N=Nc1ccc([N+](=O)[O-])cc1S(=O)(=O)O,0,training
668,O=[N+]([O-])c1cccc(C(F)(F)F)c1,0,training
669,O=[N+]([O-])c1ccccc1O,0,training
670,O=[N+]([O-])c1cc(-c2ccccc2)ccc1O,0,training
671,O=[N+]([O-])c1cc(C(F)(F)F)ccc1Cl,0,training
672,[NH-]C(=O)c1cc[n+](COC[NH+]2C=CC=CC2=C[NH+]=O)cc1,0,training
675,CCc1ccccc1[N+](=O)[O-],0,training
676,C[N+]1([O-])CCCC1c1cccnc1,0,training
677,O=[N+]([O-])c1ccc(Nc2ccccc2)cc1,0,training
681,CCCC=[N+]([O-])O,0,training
682,N#Cc1cc(I)c(O)c([N+](=O)[O-])c1,0,training
683,COC(=O)C1=C(C)NC(C)=C(C(=O)OCC=Cc2ccccc2)C1c1cccc([N+](=O)[O-])c1,0,training
685,Cc1ccc(NO)cc1[N+](=O)[O-],0,training
686,O=[N+]([O-])c1ccc(S(=O)(=O)Nc2ccccn2)cc1,0,training
689,N#Cc1ccccc1[N+](=O)[O-],0,training
690,O=[N+]([O-])c1ccc(O)cc1,0,training
691,O=[N+]([O-])c1ccc(CNc2nc[nH]c3ncnc2-3)cc1,0,training
692,N#Cc1ccc([N+](=O)[O-])cc1,0,training
693,CC(C)(C)[N+](=O)[O-],0,training
694,COc1cccc([N+](=O)[O-])c1,0,training
695,O=[N+]([O-])c1ccccc1CO,0,training
696,CC(C)NCC(O)COc1cccc2c1OCC(O[N+](=O)[O-])C2,0,training
697,Cc1cc2ccccc2cc1[N+](=O)[O-],0,training
698,CC=C1CC(C)C(O)(CO)C(=O)OCC2=CC[N+]3([O-])CCC(OC1=O)C23,0,training
699,O=[N+]([O-])c1cc(Cl)c(Cl)c(Cl)c1Cl,0,training
700,Cc1ccc(Cl)cc1[N+](=O)[O-],0,training
703,Cc1ccc(C(=O)c2cc(O)c(O)c([N+](=O)[O-])c2)cc1,0,training
704,O=[N+]([O-])c1ccc(S(=O)(=O)O)c([N+](=O)[O-])c1,0,training
705,O=[N+]([O-])c1ccc(O)c([N+](=O)[O-])c1,0,training
706,COc1cc(Oc2ccc(Cl)cc2Cl)cc([N+](=O)[O-])c1,0,training
707,CC(=O)c1c(C)c([N+](=O)[O-])c(C(C)(C)C)c([N+](=O)[O-])c1C,0,training
708,O=[N+]([O-])c1ccc(S(=O)(=O)O)cc1,0,training
709,Nc1cc([N+](=O)[O-])cc(S(=O)(=O)O)c1O,0,training
710,O=[N+]([O-])c1ccc(-[n+]2nc(-c3ccccc3)nn2-c2ccc(I)cc2)cc1,0,training
711,COP(=S)(OC)Oc1ccc([N+](=O)[O-])c(C)c1,0,training
712,O=C(C=Cc1cccc([N+](=O)[O-])c1)c1ccccc1,0,training
713,[O-][N+](=Nc1ccc(Cl)c(Cl)c1)c1ccc(Cl)c(Cl)c1,0,training
714,Cc1c([N+](=O)[O-])c(C)c([N+](=O)[O-])c(C(C)(C)C)c1[N+](=O)[O-],0,training
715,Cc1cc([N+](=O)[O-])cc([N+](=O)[O-])c1C,0,training
716,O=C1c2ccccc2C(=[N+]([O-])O)c2ccccc21,0,training
719,Cc1cccc([N+](=O)[O-])c1,0,training
720,CCC=[N+]([O-])O,0,training
722,[O-][n+]1c2ccc3ccccc3c2cc2c3ccccc3ccc21,0,training
723,CCc1ccc([N+](=O)[O-])cc1,0,training
724,[O-][n+]1cccc2cccc(O)c21,0,training
725,CNC(=N)N[N+](=O)[O-],0,training
728,CN[N+](=O)[O-],0,training
730,CNC(C=[N+]([O-])O)=NCCSCc1ccc(CN(C)C)o1,0,training
731,O=[N+]([O-])c1ccc2ccc3ccc([N+](=O)[O-])c4c5ccccc5c1c2c34,1,training
732,O=[N+]([O-])c1c2c(c3ccc4cccc5ccc1c3c45)CCCC2,1,training
733,O=c1c2ccccc2c(=O)c2c1ccc1c2[nH]c2c3c(=O)c4ccccc4c(=O)c3c3[nH]c4c(ccc5c(=O)c6ccccc6c(=O)c54)c3c12,0,training
734,[N-]=[N+]=CC(=O)NCC(=O)NN,1,training
737,CCCCN(CC(O)C1=CC(=[N+]=[N-])C(=O)C=C1)N=O,1,training
738,[N-]=[N+]=CC(=O)OCC(N)C(=O)O,1,training
739,CCN(CC(O)C1=CC(=O)C(=[N+]=[N-])C=C1)N=O,1,training
743,Cc1cccc([N+](=O)[O-])c1C,1,training
745,CCC[N+](=O)[O-],0,training
746,O=C(O)c1cc([N+](=O)[O-])cc2cccnc12,1,training
747,OC1C=Cc2c(ccc3c(Br)c4ccccc4cc23)C1O,1,training
748,NC(=O)Nc1nc2ccccc2[nH]1,1,training
750,Nc1ccc2c(c1)oc1ccccc12,1,training
751,Cc1ccc2ccc3ccc(C)cc3c2c1,1,training
752,Cc1cc2c(nc(N)n2C)c2ncc(-c3ccccc3)nc12,1,training
753,CCN(N=O)/C(C=O)=N/O,1,training
754,NNc1nnc(NN)c2ccccc12,1,training
755,C=CC(=O)NCNC(=O)C=C,1,training
756,OCc1cc2c3c(cccc3c1)-c1ccccc1-2,0,training
757,Cc1ccccc1-c1ccccc1,0,training
758,Cc1nc(N)nc(N)n1,0,training
759,CCNc1nc(N)nc(Cl)n1,0,training
760,c1ccc2c(c1)-c1ccccc1C1C2N1C1CCCCC1,1,training
761,CC(C)[C@@H]1CC[C@H](C)[C@@H]2CC[C@H](C)C[C@@H]12,1,training
762,CCN=NNCC,1,training
763,OCc1ccco1,0,training
765,Oc1cc2c3ccccc3ccc2c2ccccc12,1,training
766,Oc1ccc2ccccc2c1N=Nc1ccccc1,1,training
767,COC(=O)C12CC1(C=O)C(C=O)=CC1CC(C)(C)CC12,1,training
769,COC1(OC2CCC3C4CCC5CC6SC6CC5(C)C4CCC23C)CCCC1,0,training
770,CCN(CCCl)CCCNc1c2c(nc3ccccc13)CCCC2,1,training
771,CC(=C\C1=CCOC1=O)/C=C(C)/C=C/C=C(\C)C(=O)C12OC1C(O)(CCO)NC2=O,1,training
772,CCOP(=S)(CC)Sc1ccccc1,0,training
773,CCSCCSP(=O)(OC)OC,0,training
774,Cc1ccccc1C(=O)O,0,training
775,CC(C)=CC1C(C(=O)OCc2cccc(Oc3ccccc3)c2)C1(C)C,1,training
776,Cc1cc(N)c(S(=O)(=O)O)cc1Cl,0,training
777,Oc1ccc2cc(SSc3ccc4cc(O)ccc4c3)ccc2c1,0,training
778,CN(C)CCNC(=O)c1cccc2c1C(=O)c1ccccc1C2=O,1,training
779,Nc1snc2c(Cl)cc(Cl)cc12,1,training
780,ClCC1(C(Cl)Cl)C2CC(Cl)(Cl)C1(C(Cl)Cl)CC2(Cl)Cl,0,training
781,Cc1cc(O)c2c(c1)C(=O)c1c(c(O)cc(O)c1-c1c(O)cc(O)c3c1C(=O)c1cc(C)cc(O)c1C3=O)C2=O,0,training
782,COCCl,0,training
783,O=NN1CCOCC1,1,training
784,Nc1ccc(Oc2cccc(Oc3ccc(N)cc3)c2)cc1,1,training
786,O=C(O)c1ccccc1,0,training
787,Nc1ncnc2c1ncn2Cc1ccc([N+](=O)[O-])cc1,1,training
788,c1cc2c3c(c1)ccc1cccc(c13)C2,1,training
789,Clc1ccc(-c2ccc(Cl)c(Cl)c2Cl)cc1Cl,0,training
790,CC(C)=CCc1ccc(O)c2c(=O)c3c(O)c4c(cc3oc12)OC1OC=CC41O,1,training
791,CC1COCc2cc3c(cc21)C(C)(C)C(C)C3(C)C,0,training
792,Cc1cccc(Nc2cc(Cl)nc(SCC(=O)O)n2)c1C,0,training
793,COc1cccc2c1C(=O)c1c(O)c3c(c(O)c1C2=O)CC(O)(C(=O)CO)CC3OC1CC(N)C(O)C(C)O1,1,training
794,Oc1ccc(Cc2ccccc2O)cc1,0,training
795,COC(C)CCO,0,training
797,CC(C)(c1ccc(OP(O)O)cc1)c1ccc(OP(O)O)cc1,0,training
798,CCCCCCCC(=O)Cl,1,training
800,COc1ccc(O)c2c(=O)c3c(OC)cc4c(c3oc12)[C@@H]1C=CO[C@H]1O4,1,training
801,C=C(C)C(=O)OC,0,training
802,O=C1C=C[C@]2(O)c3c(ccc(O)c31)-c1ccc(O)c3c1[C@H]2[C@H]1O[C@H]1C3=O,1,training
804,Cc1cc(C)n(-c2[nH]nc(NN)c3c4ccccc4nc2-3)n1,0,training
805,Fc1cnc2ccc3cccnc3c2c1,1,training
806,O=C(NC(S)c1nc2ccccc2s1)NC(S)c1nc2ccccc2s1,1,training
807,Nc1cccc2cc3c(nc12)CCCC3,1,training
808,C=CC(=O)OC,0,training
809,CC(=O)Nc1c(O)cc2c3c(cccc13)-c1ccccc1-2,1,training
810,OC1C=Cc2c(cc3ccc4cccc5ccc2c3c45)C1,1,training
811,O=[N+]([O-])c1ccc2c3c(cccc13)-c1ccc(O)cc1-2,1,training
812,O=[N+]([O-])c1c2c(cc3ccccc13)C=CC(O)C2O,0,training
813,Cc1ccc(N=Nc2c(O)c(C(=O)O)cc3ccccc23)c(S(=O)(=O)O)c1,0,training
814,CN=C1C=CC(=C(c2ccc(N(C)C)cc2)c2ccc(N(C)C)cc2)C=C1,0,training
815,CCCCN(COC(C)=O)N=O,1,training
816,c1ccc2c3c4c(cc5ccccc5c4cc2c1)C1=C3CCCC1,1,training
817,NP(=O)(OCCC(=O)O)N(CCCl)CCCl,1,training
818,Nc1c(O)cc(Cc2cc(Cl)c(N)c(OS(=O)(=O)O)c2)cc1Cl,0,training
819,C1CSCCO1,0,training
820,Cc1ccccc1N,1,training
821,O=C1c2ccccc2-c2ccccc21,0,training
823,C1=Cc2ccc3nc4ccc5ccccc5c4cc3c2CC1,1,training
825,CN(C)CCN(Cc1ccccc1)c1ccccn1,0,training
826,C/C=C(\Cl)C1=CC(=O)C23CC2C(C)(C)OC3(O)C1=O,1,training
827,CN(Cc1cnc2nc(N)nc(N)c2n1)c1ccc(C(=O)NC(CCC(=O)O)C(=O)O)cc1,0,training
828,CCNc1ccccc1,0,training
829,Nc1ccccc1SCCSc1ccccc1N,1,training
830,O=C(NO)c1ccccc1O,1,training
831,CC(C)(C)c1ccc(/C=C/c2ccc(N)cc2)cc1,0,training
832,O=C(O)C[C@H](C(=O)O)[C@@H](CC(=O)O)C(=O)O,1,training
833,c1cc2c3c(cccc3c1)CC2,0,training
834,CN(C)CCCNc1c2ccccc2nc2c(N(CCO)CCO)ccc([N+](=O)[O-])c12,1,training
835,CCCCOc1ccc(N=O)cc1,1,training
839,C=CC(=O)O,0,training
840,O=C(O)CC(=O)O,0,training
842,CN(c1nccc(O)n1)C1CCN(c2nc3ccccc3n2Cc2ccc(F)cc2)CC1,0,training
844,N#[N+][N-]CC(O)C(O)C(O)C(O)C=O,1,training
845,CCCCCNc1snc2ccccc12,0,training
846,CCCCCCCCCCCC(=O)OOC(=O)CCCCCCCCCCC,0,training
847,Cc1ccc([N+](=O)[O-])cc1S(=O)(=O)O,0,training
848,COc1ccc(O)c(C(C)(C)C)c1,0,training
850,CC(=O)c1cc2c(cc1C)C(C)(C)C(C)CC2(C)C,0,training
852,CCCCON(OC(C)=O)C(=O)c1ccc(-c2ccccc2)cc1,1,training
853,C#C[C@]1(O)CC[C@@H]2[C@@H]3CCC4=C(CCC(=O)C4)[C@H]3CC[C@@]21C,0,training
855,CC(=O)Nc1cc(N=[N+]([O-])c2ccc(C)c(NC(C)=O)c2)ccc1C,0,training
856,CC1=C(C(=O)OC(C)C)C(c2cccc([N+](=O)[O-])c2)C(=C(O)OC2CN(C(c3ccccc3)c3ccccc3)C2)C(N)=N1,0,training
857,c1cc(-c2cc3ccc(C4=NCCN4)cc3[nH]2)ccc1C1=NCCN1,0,training
858,CC1CC2c3cccc4[nH]cc(c34)CC2N(C)C1,1,training
859,C=CC(=O)OCCCCCC,0,training
860,CN(C)N=Nc1ccc(C(=O)O)cc1,0,training
861,ClC(Cl)(Cl)c1ccccc1,1,training
862,CCCCCCCC/C=C/CCCCCCCCCCCC(=O)NCCCCCCCCCCCCCCCCCC,0,training
863,CC1(C)OC1COc1c2occc2cc2ccc(=O)oc12,0,training
864,CCC(CC)[N+](=O)[O-],0,training
865,CCCC(=O)/N=c1\sn(C(=O)CCC)c2ccc([N+](=O)[O-])cc12,1,training
866,Cc1ccc(C#N)cc1,0,training
867,O=C(O)c1c(Cl)c(Cl)c(Cl)c2oc3c(Br)c(O)c(Br)cc3c(=O)c12,0,training
868,CCCON=O,1,training
870,OC1C2=C(C3OC3C1O)C1c3cccc4cccc(c34)C1C=C2,1,training
871,O=C1OC(=O)c2c(Cl)c(Cl)c(Cl)c(Cl)c21,0,training
872,c1ccc2c(c1)ccc1ccc3c(c12)CCC3,1,training
873,N#CCCN,0,training
874,Clc1cccc2oc3ccccc3c12,0,training
876,CCCCC,0,training
878,CCCC(=O)OCc1ccccc1[N+](=O)[O-],0,training
879,BrCc1ccccc1,1,training
881,CC(C)CCOC(=O)/C=C\c1ccccc1,0,training
