,Name,smiles,aqsoldb_A
1949,"6-O-acetyl-1,3,4-tri-O-isobutyryl-beta-D-fructofuranosyl 6-O-acetyl-2,3,4-tri-O-isobutyryl-alpha-D-glucopyranoside",CC(C)C(=O)OC[C@H]1O[C@@](COC(C)=O)(O[C@H]2O[C@H](COC(C)=O)[C@@H](OC(=O)C(C)C)[C@H](OC(=O)C(C)C)[C@H]2OC(=O)C(C)C)[C@@H](OC(=O)C(C)C)[C@@H]1OC(=O)C(C)C,-6.0735348087
2947,tert-butyl prop-2-enoate,CC(C)(C)OC(=O)C=C,-1.9351098042333332
194,"(Z)-N-9-octadecenylpropane-1,3-diamine",CCCCCCCC\C=C/CCCCCCCCNCCCN,-3.9550420009
2063,"Glycerol, propoxylated, esters with acrylic acid",C=CC(=O)OCCCOCC(COCCCOC(=O)C=C)OCCCOC(=O)C=C,-2.5527472821
772,"2,4,6,8,10-pentamethyl-1,3,5,7,9,2,4,6,8,10-pentaoxapentasilecane",C[Si]1O[Si](C)O[Si](C)O[Si](C)O[Si](C)O1,0.5292955703
1343,2-tert-butyl-4-methylphenol,Cc1ccc(O)c(c1)C(C)(C)C,-2.6917536232
2114,"N-(1,3-benzothiazol-2-ylsulfanyl)-N-cyclohexylcyclohexanamine",C1CCC(CC1)N(Sc2sc3ccccc3n2)C4CCCCC4,-6.388169747366667
511,"1-[(1E,5Z,9Z)-2,5,10-trimethylcyclododeca-1,5,9-trien-1-yl]ethan-1-one; 1-[(1R)-2,5,10-trimethylcyclododeca-2,5,9-trien-1-yl]ethan-1-one; 1-[(1R)-4,9-dimethyl-12-methylidenecyclododeca-4,8-dien-1-yl]ethan-1-one; 1-[(1S)-2,5,10-trimethylcyclododeca-2,5,9-trien-1-yl]ethan-1-one; 1-[(1S)-4,9-dimethyl-12-methylidenecyclododeca-4,8-dien-1-yl]ethan-1-one",CC(=O)[C@H]1CCC(=CCCC=C(C)CCC1=C)C,-5.4491260218
2283,"[2-[2-oxo-5-(2,4,4-trimethylpentan-2-yl)-3H-1-benzofuran-3-yl]-4-(2,4,4-trimethylpentan-2-yl)phenyl] acetate",CC(=O)Oc1ccc(cc1C2C(=O)Oc3ccc(cc23)C(C)(C)CC(C)(C)C)C(C)(C)CC(C)(C)C,-6.6925825623
2276,[1-(carbamoylamino)-2-methylpropyl]urea,CC(C)C(NC(N)=O)NC(N)=O,-2.28681561345
1511,3-[1-hydroxy-2-(methylamino)ethyl]phenol hydrochloride,Cl,-0.308924931
1598,3-methylbutyl dodecanoate,CCCCCCCCCCCC(=O)OCCC(C)C,-6.733128222
839,"2,6-dimethylheptan-2-ol",CC(C)CCCC(C)(C)O,-2.2869836341
1833,4-methylene-2-(2-methylprop-1-en-1-yl)tetrahydro-2H-pyran,CC(C)=CC1CC(=C)CCO1,-2.5104223592
450,"1,8-dihydroxy-4-nitro-5-(phenylamino)-9,10-dihydroanthracene-9,10-dione",Oc1ccc(Nc2ccccc2)c3C(=O)c4c(c(O)ccc4[N+]([O-])=O)C(=O)c13,-8.6461429905
1064,2-aminoethan-1-ol,NCCO,1.2140725315
2247,S-ethyl dipropylthiocarbamate,CCCN(CCC)C(=O)SCC,-2.72191081645
2497,dibutyltin maleate,CCCC[Sn++]CCCC,-4.5403282232
1621,3-phenylpropan-1-ol,OCCCc1ccccc1,-1.2421190549
874,2-(2-{2-[2-(prop-2-enoyloxy)ethoxy]ethoxy}ethoxy)ethyl prop-2-enoate,C=CC(=O)OCCOCCOCCOCCOC(=O)C=C,-0.5000132962
887,"2-(4-bromo-3-hydroxyquinolin-2-yl)-2,3-dihydro-1H-indene-1,3-dione",Oc1c(Br)c2ccccc2nc1C3C(=O)c4ccccc4C3=O,-4.8670972664
2865,pentabromobenzyl acrylate,Brc1c(Br)c(Br)c(COC(=O)C=C)c(Br)c1Br,-7.806077004
572,1-cyclohexyl-3-[4-({4-[(cyclohexylcarbamoyl)amino]phenyl}methyl)phenyl]urea,O=C(NC1CCCCC1)Nc2ccc(Cc3ccc(NC(=O)NC4CCCCC4)cc3)cc2,-5.142667396
555,1-chloro-2-methyl-3-nitrobenzene,Cc1c(Cl)cccc1[N+]([O-])=O,-3.2706864295
1352,2-tert-butylphenol,CC(C)(C)c1ccccc1O,-2.1899589144
175,"(6E)-7,11-dimethyl-3-methylidenedodeca-1,6,10-triene",CC(C)=CCC\C(C)=C\CCC(=C)C=C,-6.3103895185
257,"1,1-difluoroethane",CC(F)F,-1.3437188171
2136,"N-(2-oxo-2,3-dihydropyrimidin-4-yl)benzamide",O=C1NC(=CC=N1)NC(=O)c2ccccc2,-5.1596802151
2054,Estrone,C[C@]12CC[C@H]3[C@@H](CCc4cc(O)ccc34)[C@@H]1CCC2=O,-5.5511481213
879,"2-(2H-1,2,3-benzotriazol-2-yl)-4-(2,4,4-trimethylpentan-2-yl)phenol",CC(C)(C)CC(C)(C)c1ccc(O)c(c1)n2nc3ccccc3n2,-6.8592787305
1735,4-[(morpholin-4-ylcarbonothioyl)sulfanyl]morpholine,S=C(SN1CCOCC1)N2CCOCC2,-3.2913006621
1080,"2-bromo-3,3,3-trifluoroprop-1-ene",FC(F)(F)C(Br)=C,-2.2385851258
2862,pent-1-ene,CCCC=C,-2.6756730859
1845,4-phenylbutan-2-one,CC(=O)CCc1ccccc1,-1.7160179957
2827,octahydro-2H-1-benzopyran-2-one,O=C1CCC2CCCCC2O1,-0.5865603256
2531,dimethyl phosphonate,CO[P+](=O)OC,-0.0375898257
430,"1,4-xylene 4-(methoxycarbonyl)benzoic acid 4-methylbenzoic acid benzoic acid 1,2,4-trimethyl benzene-1,2,4-tricarboxylate 1,2-dimethyl 4-methylbenzene-1,2-dicarboxylate 1,2-dimethyl benzene-1,2-dicarboxylate 1,3-dimethyl benzene-1,3-dicarboxylate 1,4-dimethyl 2-[4-(methoxycarbonyl)phenyl]benzene-1,4-dicarboxylate 1,4-dimethyl benzene-1,4-dicarboxylate 1-[4-(methoxycarbonyl)phenyl]methyl 4-methyl benzene-1,4-dicarboxylate 1-methyl 4-(4-methylphenyl)methyl benzene-1,4-dicarboxylate 2,6-dimethyl 9-oxo-9H-fluorene-2,6-dicarboxylate [4-(methoxycarbonyl)phenyl]methyl 4-methylbenzoate methyl 1-methyl-6-oxo-6H-benzo[c]chromene-4-carboxylate methyl 2-[4-(methoxycarbonyl)phenyl]-4-methylbenzoate methyl 2-[4-(methoxycarbonyl)phenyl]benzoate methyl 3-[4-(methoxycarbonyl)phenyl]benzoate methyl 4-(dimethoxymethyl)benzoate methyl 4-(hydroxymethyl)benzoate methyl 4-[4-(methoxycarbonyl)phenyl]benzoate methyl 4-formylbenzoate methyl 4-methylbenzoate methyl benzoate",COC(OC)c1ccc(cc1)C(=O)OC,-6.7316777728
1743,4-[4-(propan-2-yloxy)benzenesulfonyl]phenol,CC(C)Oc1ccc(cc1)[S](=O)(=O)c2ccc(O)cc2,-4.1714457851
1336,"2-quinolin-2-yl-1H-indene-1,3(2H)-dione",O=C1C(c2ccc3ccccc3n2)C(=O)c4ccccc14,-5.45496237585
1713,4-[(4-amino-3-methylcyclohexyl)methyl]-2-methylcyclohexan-1-amine,CC1CC(CCC1N)CC2CCC(N)C(C)C2,-1.8901546789333334
196,(benzoyloxy)(hydroxy)alumanyl octadecanoate,CCCCCCCCCCCCCCCCCC(=O)O[Al](O)OC(=O)c1ccccc1,-7.2538998979
1915,"5-methyl-2-phenyl-2,3-dihydro-1H-pyrazol-3-one",CC1=NN(C(=O)C1)c2ccccc2,-1.8665858116999998
170,"(5R)-5-[(1S)-1,2-dihydroxyethyl]-4-ethoxy-3-hydroxy-5H-furan-2-one",CCOC1=C(O)C(=O)O[C@@H]1[C@@H](O)CO,0.6007707437333334
299,"1,2-bis(propan-2-yl)naphthalene",CC(C)c1ccc2ccccc2c1C(C)C,-6.19938737925
2830,octan-1-amine,CCCCCCCCN,-2.606270493
88,"(2R)-6-fluoro-2-[(2R)-oxiran-2-yl]-3,4-dihydro-2H-1-benzopyran; (2R)-6-fluoro-2-[(2S)-oxiran-2-yl]-3,4-dihydro-2H-1-benzopyran; (2S)-6-fluoro-2-[(2R)-oxiran-2-yl]-3,4-dihydro-2H-1-benzopyran; (2S)-6-fluoro-2-[(2S)-oxiran-2-yl]-3,4-dihydro-2H-1-benzopyran",Fc1ccc2O[C@@H](CCc2c1)[C@@H]3CO3,-3.0521011765
1738,4-[2-(4-aminophenyl)ethyl]aniline,Nc1ccc(CCc2ccc(N)cc2)cc1,-3.6457005741
831,"2,6-di-tert-butylphenol",CC(C)(C)c1cccc(c1O)C(C)(C)C,-4.6858977532
2795,nicotinic acid,OC(=O)c1cccnc1,0.1649756461
2203,N-phenylaniline; formaldehyde; propan-2-one,CC(C)=O,-5.969586401
2771,methyl hexanoate,CCCCCC(=O)OC,-1.9907159784
812,"2,5-dianilinoterephthalic acid",OC(=O)c1cc(Nc2ccccc2)c(cc1Nc3ccccc3)C(O)=O,-4.9857232877
2332,benzoic acid,OC(=O)c1ccccc1,-1.5831989168
601,1-methyl-2-nitrobenzene,Cc1ccccc1[N+]([O-])=O,-2.4966763745
637,"11,17-dihydroxy-3,20-dioxopregn-4-en-21-yl acetate",CC(=O)OCC(=O)[C@@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3[C@@H](O)C[C@]12C,-3.1597637156
1073,2-benzoyl-5-[3-(4-benzoyl-3-hydroxyphenoxy)-2-hydroxypropoxy]phenol,OC(COc1ccc(c(O)c1)C(=O)c2ccccc2)COc3ccc(c(O)c3)C(=O)c4ccccc4,-7.1387547034
152,(4-methoxyphenyl)methanol,COc1ccc(CO)cc1,-1.0513188598
1278,2-methylprop-2-enoic acid,CC(=C)C(O)=O,0.0562733679
1494,3-Nitrophthalonitrile,[O-][N+](=O)c1cccc(C#N)c1C#N,-2.9373448418
2246,Pyromellitic dianhydride,O=C1OC(=O)c2cc3C(=O)OC(=O)c3cc12,-1.4062217243
1017,2-[2-(carboxymethoxy)ethoxy]acetic acid,OC(=O)COCCOCC(O)=O,0.6709250275
2703,isopropenyl acetate,CC(=C)OC(C)=O,-0.5277513782
907,2-(benzyloxy)naphthalene,C(Oc1ccc2ccccc2c1)c3ccccc3,-6.708039398
1829,"4-methylbenzene-1,3-diamine",Cc1ccc(N)cc1N,-0.5071845321
565,1-chloro-4-methylbenzene,Cc1ccc(Cl)cc1,-3.173067934775
2113,"N,N-dipropylpropan-1-amine",CCCN(CCC)CCC,-2.4905023355
2232,"Octanoic acid, ester with 1,2,3-propanetriol",CCCCCCCC(O)=O,-3.2000007811
2998,trimethoxy(octyl)silane,CCCCCCCC[Si](OC)(OC)OC,-4.2461281993
2029,"Butanal, reaction products with aniline",CCCC=O,-4.5021013295
1477,3-(aminomethyl)heptane,CCCCC(CC)CN,-1.7129025583333333
1288,2-methylpropanoic anhydride,CC(C)C(=O)OC(=O)C(C)C,0.5917902317
3009,"tris(2,4-di-tert-butylphenyl) phosphite",CC(C)(C)c1ccc(OP(Oc2ccc(cc2C(C)(C)C)C(C)(C)C)Oc3ccc(cc3C(C)(C)C)C(C)(C)C)c(c1)C(C)(C)C,-7.48425573335
2832,octan-1-ol,CCCCCCCCO,-2.5230502065142857
3007,triphenylphosphine oxide,O=[P](c1ccccc1)(c2ccccc2)c3ccccc3,-2.8774727952
1444,"3,9-bis(cyclohex-3-en-1-yl)-2,4,8,10-tetraoxaspiro[5.5]undecane",C1CC(CC=C1)C2OCC3(CO2)COC(OC3)C4CCC=CC4,-5.2418643555
1330,2-phenylphenol,Oc1ccccc1c2ccccc2,-2.5067117536
67,(2E)-but-2-enal,C\C=C/C=O,0.4120163187
2202,"N-phenylaniline; 2,4,4-trimethylpent-1-ene",CC(=C)CC(C)(C)C,-5.1664665421
457,"1-(2,6,6-trimethylcyclohex-2-en-1-yl)pentan-3-one; prop-2-yn-1-ol",CCC(=O)CCC1C(=CCCC1(C)C)C,-4.3219056885
2002,"9,9-dimethyldecanoic acid",CC(C)(C)CCCCCCCC(O)=O,-1.82597489185
532,"1-amino-4-(4-amino-9,10-dioxo-9,10-dihydroanthracen-1-yl)-9,10-dihydroanthracene-9,10-dione",Nc1ccc(c2ccc(N)c3C(=O)c4ccccc4C(=O)c23)c5C(=O)c6ccccc6C(=O)c15,-6.771794778
486,1-(acetyloxy)but-3-en-2-yl acetate,CC(=O)OC[C@@H](OC(C)=O)C=C,-0.8176814122
1472,"3-(5-chloro-1,3-benzoxazol-2-yl)-7-(diethylamino)-2H-chromen-2-one",CCN(CC)c1ccc2C=C(C(=O)Oc2c1)c3oc4ccc(Cl)cc4n3,-7.4876332175
2020,Alpha-Methylglucoside,COC1OC(CO)C(O)C(O)C1O,0.7452125491
2699,isodecyl diphenyl phosphate,CC(C)CCCCCCCO[P](=O)(Oc1ccccc1)Oc2ccccc2,-7.5423585273
1877,5-(dithiolan-3-yl)valeric acid,OC(=O)CCCCC1CCSS1,-2.3750473352
2379,bis(prop-2-en-1-yl)amine,C=CCNCC=C,-0.0790069571
700,"2,2,4,4-tetramethylcyclobutane-1,3-diol",CC1(C)C(O)C(C)(C)C1O,-0.3736775878
2213,"N-{2-[(E)-2-(2-chloro-4,6-dinitrophenyl)diazen-1-yl]-5-(diethylamino)phenyl}acetamide",CCN(CC)c1ccc(N=Nc2c(Cl)cc(cc2[N+]([O-])=O)[N+]([O-])=O)c(NC(C)=O)c1,-7.1158852536
124,(3-aminopropyl)[(9Z)-octadec-9-en-1-yl]amine; bis((9Z)-octadec-9-enoic acid),CCCCCCCC\C=C/CCCCCCCCNCCCN,-8.2501920599
2509,"diethyl pyridine-2,4-dicarboxylate",CCOC(=O)c1ccnc(c1)C(=O)OCC,-1.2184148997
1326,2-phenylethyl pivalate,CC(C)(C)C(=O)OCCc1ccccc1,-3.6752800895
676,"2,2'-(2,5-dichloro-1,4-phenylene)bis(1H-anthra[1,2-d]imidazole-6,11-dione)",Clc1cc(c(Cl)cc1c2[nH]c3ccc4C(=O)c5ccccc5C(=O)c4c3n2)c6[nH]c7ccc8C(=O)c9ccccc9C(=O)c8c7n6,-4.5247759411
2991,triethoxy(octyl)silane,CCCCCCCC[Si](OCC)(OCC)OCC,-6.3277407884
507,"1-N,4-N-diphenylbenzene-1,4-diamine",N(c1ccccc1)c2ccc(Nc3ccccc3)cc2,-6.2394496415
2869,pentan-3-one,CCC(=O)CC,-0.2619254385
2066,"Hydrocarbons, C4-6, C5-rich",CCCCC,-2.2796651348
2648,"furan-2,5-dicarboxylic acid",OC(=O)c1oc(cc1)C(O)=O,-2.2396237358
1149,"2-ethylhexyl 3,5,5-trimethylhexanoate",CCCCC(CC)COC(=O)CC(C)CC(C)(C)C,-7.19353759905
1425,"3,7-dimethylnon-6-en-1-yn-3-ol",CC/C(C)=C/CCC(C)(O)C#C,-2.3027678878
2373,bis(8-methylnonyl) but-2-enedioate,CC(C)CCCCCCCOC(=O)\C=C\C(=O)OCCCCCCCC(C)C,-6.4222745911
1791,4-ethylmorpholine,CCN1CCOCC1,0.4200806369
927,2-(methylamino)-1-phenylpropan-1-ol,CN[C@@H](C)[C@@H](O)c1ccccc1,-1.4051913165
2404,butanedinitrile,N#CCCC#N,0.1875621089
2926,pyridine-3-carboxamide,NC(=O)c1cccnc1,0.6121583154
1640,"4,4'-Isopropylidenediphenol, oligomeric reaction products with 1-chloro-2,3-epoxypropane, reaction products with fatty acids, C18-unsatd., dimers",CC(C)(c1ccc(O)cc1)c2ccc(O)cc2,-5.0946363137
1299,2-methylundecane-2-thiol,CC(C)C(C)(C)C(C)(C)C(C)(C)S,-7.7118329776
1195,2-hydroxypropanenitrile,CC(O)C#N,1.1482586908
2155,N-(4-hydroxyphenyl)acetamide,CC(=O)Nc1ccc(O)cc1,-1.0333232127
1978,"7,18-bis(3,5-dimethylphenyl)-7,18-diazaheptacyclo[14.6.2.2Â²,?.0Â³,Â¹Â².0?,?.0Â¹Â³,Â²Â³.0Â²?,Â²?]hexacosa-1(22),2,4,9,11,13(23),14,16(24),20,25-decaene-6,8,17,19-tetrone",Cc1cc(C)cc(c1)N2C(=O)c3ccc4c5ccc6C(=O)N(c7cc(C)cc(C)c7)C(=O)c8ccc(c9ccc(C2=O)c3c49)c5c68,-8.6310507548
1068,"2-aminopropane-1,3-diol",NC(CO)CO,0.9744271172
80,"(2R)-2-[(2R,3R,4S)-3,4-bis(octadecanoyloxy)oxolan-2-yl]-2-hydroxyethyl octadecanoate (2R)-2-[(2R,3R,4S)-3,4-dihydroxyoxolan-2-yl]-2-hydroxyethyl octadecanoate (2R)-2-hydroxy-2-[(2R,3R,4S)-3-hydroxy-4-(octadecanoyloxy)oxolan-2-yl]ethyl (9Z)-octadec-9-enoate",CCCCCCCCCCCCCCCCCC(=O)OCC(OC(=O)CCCCCCCCCCCCCCCCC)[C@H]1OC[C@@H](O)[C@@H]1OC(=O)CCCCCCCCCCCCCCCCC,-7.2849105615
2272,[(benzyloxy)methyl]benzene,C(OCc1ccccc1)c2ccccc2,-3.6704002069
2335,benzyl (2E)-3-phenylprop-2-enoate,O=C(OCc1ccccc1)/C=C/c2ccccc2,-4.8207960263
859,2-(2-ethoxyethoxy)ethyl prop-2-enoate,CCOCCOCCOC(=O)C=C,-0.181251006
693,"2,2,2-trifluoroethyl methacrylate",CC(=C)C(=O)OCC(F)(F)F,-2.2684756839
1338,2-sulfanylethan-1-ol,OCCS,1.1071488253
1236,"2-methyl-9,10-dihydroanthracene-9,10-dione",Cc1ccc2C(=O)c3ccccc3C(=O)c2c1,-6.1171462485
942,2-({3-[bis(carboxymethyl)amino]propyl}(carboxymethyl)amino)acetic acid,OC(=O)CN(CCCN(CC(O)=O)CC(O)=O)CC(O)=O,-1.4690725372
2639,ethyl(propyl)amine,CCC[NH2+]CC,1.0546594571
1720,"4-[(E)-2-(1-butyl-5-cyano-2-hydroxy-4-methyl-6-oxo-1,6-dihydropyridin-3-yl)diazen-1-yl]-N-(2-ethylhexyl)benzene-1-sulfonamide",CCCCC(CC)CN[S](=O)(=O)c1ccc(cc1)N=NC2=C(O)N(CCCC)C(=O)C(=C2C)C#N,-8.7973134268
2841,octyl octanoate,CCCCCCCCOC(=O)CCCCCCC,-6.709998828
1391,"3,3,5-trimethylcyclohexyl prop-2-enoate",CC1CC(CC(C)(C)C1)OC(=O)C=C,-4.0304470853
321,"1,3,3-trimethyl-2-oxabicyclo[2.2.2]octane 2-(4-methylcyclohex-3-en-1-yl)propan-2-yl acetate",CC(=O)OC(C)(C)C1CCC(=CC1)C,-3.0213590642
3004,triphenoxy-??-phosphanethione,S=[P](Oc1ccccc1)(Oc2ccccc2)Oc3ccccc3,-7.2334479479
141,"(3S,4aS,8aR)-N-tert-butyl-3,4,4a,5,6,7,8,8a-octahydro-1H-isoquinolin-2-ium-3-carboxamide",CC(C)(C)NC(=O)[C@@H]1C[C@@H]2CCCC[C@H]2C[NH2+]1,-2.1616093611
471,"1-(3-chloropropyl)-2,3-dihydro-1H-1,3-benzodiazol-2-one",ClCCCN1C(=O)Nc2ccccc12,-3.0203942687
1497,"3-[(2-ethylhexanoyl)oxy]-2,2-bis({[(2-ethylhexanoyl)oxy]methyl})propyl 2-ethylhexanoate",CCCCC(CC)C(=O)OCC(COC(=O)C(CC)CCCC)(COC(=O)C(CC)CCCC)COC(=O)C(CC)CCCC,-9.2047594175
1100,2-chlorobenzaldehyde,Clc1ccccc1C=O,-1.93659463535
2755,methyl 3-methylbut-2-enoate,COC(=O)C=C(C)C,-1.4140004112
557,1-chloro-2-nitro-4-(trifluoromethyl)benzene,[O-][N+](=O)c1cc(ccc1Cl)C(F)(F)F,-2.5337046723
1684,4-(4-{2-[4-(4-aminophenoxy)phenyl]propan-2-yl}phenoxy)aniline,CC(C)(c1ccc(Oc2ccc(N)cc2)cc1)c3ccc(Oc4ccc(N)cc4)cc3,-7.1917272196
1124,"2-ethyl-2-[2-(6-methoxy-3,4-dihydronaphthalen-1(2H)-ylidene)ethyl]cyclopentane-1,3-dione",CCC1(C/C=C2/CCCc3cc(OC)ccc23)C(=O)CCC1=O,-4.8388171185
3016,tris(2-hydroxyethanaminium) citrate,[NH3+]CCO,-0.0501601164
1739,"4-[2-(4-hydroxy-3,5-dimethylphenyl)propan-2-yl]-2,6-dimethylphenol",Cc1cc(cc(C)c1O)C(C)(C)c2cc(C)c(O)c(C)c2,-4.9528688028
801,"2,4a,5,8a-tetramethyl-1,2,3,4,4a,7,8,8a-octahydronaphthalen-1-yl formate",CC1CCC2(C)C(=CCCC2(C)C1OC=O)C,-5.0311421132
177,"(6R,7R)-3-[(acetyloxy)methyl]-7-amino-8-oxo-5-thia-1-azabicyclo[4.2.0]oct-2-ene-2-carboxylic acid",CC(=O)OCC1=C(N2[C@H](SC1)[C@H](N)C2=O)C(O)=O,-2.6489777217
1820,4-methyl-2-(2-methylpropyl)oxan-4-ol,CC(C)CC1CC(C)(O)CCO1,2.1376816201
2417,butyl hexadecanoate butyl octadecanoate,CCCCCCCCCCCCCCCCCC(=O)OCCCC,-7.1160296282
1822,4-methyl-2-nitroaniline,Cc1ccc(N)c(c1)[N+]([O-])=O,-1.860061225
343,"1,3-bis(tetradecanoyloxy)propan-2-yl tetradecanoate",CCCCCCCCCCCCCC(=O)OCC(COC(=O)CCCCCCCCCCCCC)OC(=O)CCCCCCCCCCCCC,-8.6470570009
598,1-methyl-1-(4-methylcyclohex-3-en-1-yl)ethyl acetate,CC(=O)OC(C)(C)C1CCC(=CC1)C,-3.931170339
183,(9Z)-N-(2-hydroxypropyl)octadec-9-enamide,CCCCCCCC\C=C/CCCCCCCC(=O)NCC(C)O,-5.5309216408
416,"1,4-dimethoxy-2-nitrobenzene",COc1ccc(OC)c(c1)[N+]([O-])=O,-3.0173250803
433,"1,5-dimethyl-1-vinylhex-4-en-1-yl 2-methylpropanoate",CC(C)C(=O)OC(C)(CCC=C(C)C)C=C,-4.8105849842
1385,"3,3,4,4,5,5,6,6,7,7,8,8,8-tridecafluorooctyl prop-2-enoate",FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)CCOC(=O)C=C,-6.3541593341
1360,"2-{6,6-dimethylbicyclo[3.1.1]hept-2-en-2-yl}ethan-1-ol",CC1(C)[C@H]2CC=C(CCO)[C@@H]1C2,-2.6977318857499997
2309,aniline,Nc1ccccc1,-0.41889966705
2526,dimethyl 2-methylenesuccinate,COC(=O)CC(=C)C(=O)OC,-0.653770318
1626,3-{3-[(2-ethylhexyl)oxy]propyl}-1-{5-[({3-[(2-ethylhexyl)oxy]propyl}carbamoyl)amino]naphthalen-1-yl}urea,CCCCC(CC)COCCCNC(=O)Nc1cccc2c(NC(=O)NCCCOCC(CC)CCCC)cccc12,-8.0680715196
2183,"N-cyclohexyl-3-[(4-{[3-(cyclohexylsulfamoyl)-2,4,6-trimethylphenyl]amino}-9,10-dioxo-9,10-dihydroanthracen-1-yl)amino]-2,4,6-trimethylbenzene-1-sulfonamide",Cc1cc(C)c(c(C)c1Nc2ccc(Nc3c(C)cc(C)c(c3C)[S](=O)(=O)NC4CCCCC4)c5C(=O)c6ccccc6C(=O)c25)[S](=O)(=O)NC7CCCCC7,-4.8187034651
2519,diisotridecyl adipate,CC(C)CCCCCCCCCCOC(=O)CCCCC(=O)OCCCCCCCCCCC(C)C,-6.937048796420001
2015,"Alcohols, C16-18 and C18-unsatd., ethoxylated",CCOCCCCCCCCCCCCCC\C=C\CC,-4.4545090924499995
1732,4-[(E)-2-phenyldiazen-1-yl]aniline,Nc1ccc(cc1)N=Nc2ccccc2,-3.7597030757
162,"(4E)-4-[(5-chloro-2-methylphenyl)hydrazinylidene]-N-[4-[[(4Z)-4-[(5-chloro-2-methylphenyl)hydrazinylidene]-3-oxonaphthalene-2-carbonyl]amino]-2,5-dimethylphenyl]-3-oxonaphthalene-2-carboxamide",Cc1ccc(Cl)cc1N\N=C2\C(=O)C(=Cc3ccccc23)C(=O)Nc4cc(C)c(NC(=O)C5=Cc6ccccc6C(=N/Nc7cc(Cl)ccc7C)/C5=O)cc4C,-7.6781962639
605,1-methyl-4-(propan-2-yl)cyclohex-1-ene,CC(C)C1CCC(=CC1)C,-5.0103439368
1993,"7-{[4,5-dihydroxy-6-(hydroxymethyl)-3-[(3,4,5-trihydroxy-6-methyloxan-2-yl)oxy]oxan-2-yl]oxy}-5-hydroxy-2-(3-hydroxy-4-methoxyphenyl)-3,4-dihydro-2H-1-benzopyran-4-one",COc1ccc(cc1O)[C@@H]2CC(=O)c3c(O)cc(O[C@@H]4O[C@H](CO)[C@@H](O)[C@H](O)[C@H]4O[C@@H]5O[C@@H](C)[C@H](O)[C@@H](O)[C@H]5O)cc3O2,-5.1858488331
2593,"ethyl 2,2-dimethyl-3-(2-methylprop-1-en-1-yl)cyclopropane-1-carboxylate",CCOC(=O)C1C(C=C(C)C)C1(C)C,-4.7652682741
2440,cresol,Cc1ccc(O)cc1,-0.6666304442
1898,5-chloro-2-nitrophenol,Oc1cc(Cl)ccc1[N+]([O-])=O,-2.6373771386
2234,O~15~-propionylretinoic acid,CCC(=O)OC/C=C(C)/C=C/C=C(C)/C=C/C1=C(C)CCCC1(C)C,-7.5346897392
30,"(1S,2S,4S)-1,7,7-trimethylbicyclo[2.2.1]heptan-2-yl 2-methylprop-2-enoate",CC(=C)C(=O)OC1CC2CCC1(C)C2(C)C,-4.5778078487
1393,"3,3-dimethylbut-1-yne",CC(C)(C)C#C,-2.6135564252
2863,pent-2-ene,CC\C=C\C,-2.7468811725599998
819,"2,6,10,15,19,23-hexamethyltetracosane",CC(C)CCCC(C)CCCC(C)CCCCC(C)CCCC(C)CCCC(C)C,-5.2077375163
173,(5Z)-cyclohexadec-5-en-1-one,O=C1CCCCCCCCCC\C=C/CCC1,-5.3166739589
1927,5-pentyloxolan-2-one,CCCCC[C@H]1CCC(=O)O1,-1.8552940397
296,"1,2-bis(oxiran-2-ylmethyl) cyclohex-4-ene-1,2-dicarboxylate",O=C(OCC1CO1)C2CC=CCC2C(=O)OCC3CO3,-1.3401088604
325,"1,3,5,7-tetranitro-1,3,5,7-tetrazocane",[O-][N+](=O)N1CN(CN(CN(C1)[N+]([O-])=O)[N+]([O-])=O)[N+]([O-])=O,-4.853777334966667
2486,dibenzylamine,C(NCc1ccccc1)c2ccccc2,-2.6876302374
1206,2-methoxy-4-(methoxymethyl)phenol,COCc1ccc(O)c(OC)c1,-1.8934476814
1421,"3,7,11,15-tetramethylhexadec-1-en-3-ol",CC(C)CCCC(C)CCCC(C)CCCC(C)(O)C=C,-4.7086538251
2679,hexanedioic acid,OC(=O)CCCCC(O)=O,-0.89124464755
1226,"2-methyl-4,6-bis(methylsulfanyl)benzene-1,3-diamine; 4-methyl-2,6-bis(methylsulfanyl)benzene-1,3-diamine",CSc1cc(SC)c(N)c(C)c1N,-2.98927608305
1179,"2-hydroxy-3,5-dinitrobenzoic acid",OC(=O)c1cc(cc(c1O)[N+]([O-])=O)[N+]([O-])=O,-1.057125752
2745,methyl 2-oxo-2-phenylacetate,COC(=O)C(=O)c1ccccc1,-1.9142373478
621,1-phenylpropan-1-ol,CCC(O)c1ccccc1,-2.3403675905
1135,2-ethylhex-2-enal,CCC\C=C(/CC)C=O,-2.2945580856
2286,"[2-methyl-2-(2-methylpropyl)-1,3-dioxolan-4-yl]methanol",CC(C)CC1(C)OCC(CO)O1,-0.7059803773
1468,3-(4-isopropylphenyl)-2-methylpropanal,CC(C)c1ccc(cc1)C(C)CC=O,-3.4598629014
2900,prop-2-yn-1-ol,OCC#C,1.2513159198
2046,Desipramine,CNCCCN1c2ccccc2CCc3ccccc13,-3.6576170412
